,budget,genres,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
1289,15000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",9495,"[{""id"": 3335, ""name"": ""halloween""}, {""id"": 11363, ""name"": ""arson""}, {""id"": 18021, ""name"": ""detroit""}]",en,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.",44.690107,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Crowvision Inc."", ""id"": 4028}, {""name"": ""Entertainment Media Investment Corporation"", ""id"": 4029}, {""name"": ""Jeff Most Productions"", ""id"": 4030}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-05-11,94000000,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Crow,7.3,953
1290,40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",256040,"[{""id"": 4152, ""name"": ""kingdom""}, {""id"": 6091, ""name"": ""war""}, {""id"": 10540, ""name"": ""bollywood""}, {""id"": 216931, ""name"": ""medieval india""}, {""id"": 216932, ""name"": ""ancient india""}]",te,Baahubali: The Beginning,"The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior/princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",16.254032000000002,"[{""name"": ""Arka Media Works"", ""id"": 57946}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2015-07-10,100000000,159.0,"[{""iso_639_1"": ""ml"", ""name"": """"}, {""iso_639_1"": ""te"", ""name"": ""\u0c24\u0c46\u0c32\u0c41\u0c17\u0c41""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ta"", ""name"": ""\u0ba4\u0bae\u0bbf\u0bb4\u0bcd""}]",Released,Baahubali: The Beginning,7.5,135
1291,39000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",24420,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 572, ""name"": ""sex""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3667, ""name"": ""time""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 10703, ""name"": ""tragic love""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 176056, ""name"": ""time traveler""}, {""id"": 201484, ""name"": ""complication""}]",en,The Time Traveler's Wife,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.",37.492928000000006,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Internationale Scarena Filmproduktionsgesellschaft 2"", ""id"": 23046}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-14,101229792,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Time Traveler's Wife,6.7,798
1293,39000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",62214,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 13038, ""name"": ""retro""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 157164, ""name"": ""animal death""}, {""id"": 158395, ""name"": ""animal lover""}]",en,Frankenweenie,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",27.908783000000003,"[{""name"": ""Tim Burton Productions"", ""id"": 8601}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-10-04,35287788,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Frankenweenie,6.6,932
1294,39000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",16320,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 1475, ""name"": ""telepathy""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 13194, ""name"": ""planet""}, {""id"": 14698, ""name"": ""throat slitting""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 14896, ""name"": ""reavers""}, {""id"": 162370, ""name"": ""operative""}, {""id"": 162380, ""name"": ""ex soldier""}, {""id"": 178902, ""name"": ""firefly""}]",en,Serenity,"When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",45.388937,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-25,38869464,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Serenity,7.4,1264
1295,39000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",8842,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}]",en,Against the Ropes,"A fictional story inspired by North America's most famous female boxing promoter, Jackie Kallen. Her struggle to survive and succeed in a male dominated sport.",2.817364,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cort/Madden Productions"", ""id"": 53673}, {""name"": ""ATR Films"", ""id"": 53904}, {""name"": ""MMP Erste Filmproduktions"", ""id"": 53905}, {""name"": ""Moviemakers Productions (MMP)"", ""id"": 53906}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-02-20,6614280,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Against the Ropes,4.5,32
1296,39000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9531,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 3222, ""name"": ""super computer""}, {""id"": 3394, ""name"": ""identity crisis""}, {""id"": 3861, ""name"": ""loss of powers""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 179102, ""name"": ""superhuman strength""}]",en,Superman III,"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.",22.164202,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dovemead Films"", ""id"": 51861}, {""name"": ""Cantharus Productions"", ""id"": 51903}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-06-17,75850624,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Superman III,5.3,490
1297,40000000,"[{""id"": 35, ""name"": ""Comedy""}]",64807,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 172971, ""name"": ""elderly""}, {""id"": 218099, ""name"": ""elderly man""}]",en,Grudge Match,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.,21.362949,"[{""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-25,44907260,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Grudge Match,6.0,433
1298,80341000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",12289,"[{""id"": 158145, ""name"": ""flaming arrow""}, {""id"": 158468, ""name"": ""chinese history""}, {""id"": 158470, ""name"": ""strategy""}, {""id"": 158471, ""name"": ""carrier pigeon""}, {""id"": 158474, ""name"": ""spear throwing""}, {""id"": 158477, ""name"": ""wall of fire""}, {""id"": 158478, ""name"": ""white dove""}, {""id"": 158480, ""name"": ""casualty of war""}, {""id"": 158482, ""name"": ""arrow in back""}, {""id"": 158487, ""name"": ""chinese tradition""}, {""id"": 158488, ""name"": ""chinese painting""}, {""id"": 158489, ""name"": ""broken arrow""}]",zh,Chi bi,"In the early third century, the land of Wu is invaded by the warlord Cao Cao and his million soldiers. The ruler of Wu, Sun Quan, calls on the rival warlord Liu Bei for help, but their two armies are still badly outnumbered. However, the Wu strategist Zhou Yu sees that Cao Cao's army is unused to battling on the sea, which may just give them a chance if they can exploit this weakness properly.",14.8375,"[{""name"": ""Metropolitan Filmexport"", ""id"": 656}, {""name"": ""Lion Rock Productions"", ""id"": 2812}, {""name"": ""Showbox"", ""id"": 3491}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}]",2008-07-10,127814609,150.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Red Cliff,7.1,205
1299,30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11529,"[{""id"": 242, ""name"": ""new york""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 2075, ""name"": ""alabama""}, {""id"": 2751, ""name"": ""career woman""}, {""id"": 7024, ""name"": ""fashion designer""}]",en,Sweet Home Alabama,"New York fashion designer Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But Melanie's past holds many secrets, including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",18.256028,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-26,180622424,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sweet Home Alabama,6.0,394
1300,38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",20943,"[{""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 13384, ""name"": ""tv morning show""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 165301, ""name"": ""opposites attract""}]",en,The Ugly Truth,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",22.332926999999998,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-24,205298907,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Ugly Truth,6.4,972
1302,38000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",9488,"[{""id"": 470, ""name"": ""spy""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 2041, ""name"": ""island""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 4391, ""name"": ""wretch""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 14760, ""name"": ""scientist""}]",en,Spy Kids 2: The Island of Lost Dreams,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",24.085144,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-07,119723358,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Spy Kids 2: The Island of Lost Dreams,5.3,521
1303,38000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",193,"[{""id"": 10988, ""name"": ""based on tv series""}, {""id"": 34079, ""name"": ""death""}, {""id"": 162410, ""name"": ""exploding planet""}, {""id"": 162415, ""name"": ""mountain cabin""}, {""id"": 162429, ""name"": ""solar system""}]",en,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,14.779041000000001,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-11-17,120000000,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Star Trek: Generations,6.4,452
1304,3860000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",44865,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 780, ""name"": ""kung fu""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 185466, ""name"": ""kung fu master""}]",zh,一代宗師,"Ip Man's peaceful life in Foshan changes after Gong Yutian seeks an heir for his family in Southern China. Ip Man then meets Gong Er who challenges him for the sake of regaining her family's honor. After the Second Sino-Japanese War, Ip Man moves to Hong Kong and struggles to provide for his family. In the mean time, Gong Er chooses the path of vengeance after her father was killed by Ma San.",19.947264999999998,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Block 2 Pictures"", ""id"": 539}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Annapurna Pictures"", ""id"": 13184}, {""name"": ""Jet Tone Films"", ""id"": 26492}, {""name"": ""Sil-Metropole Organisation Ltd."", ""id"": 35050}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",2013-01-08,64076736,130.0,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,The Grandmaster,6.3,273
1305,38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",55787,"[{""id"": 3199, ""name"": ""clown""}, {""id"": 14613, ""name"": ""elephant trainer""}, {""id"": 34134, ""name"": ""veterinary""}]",en,Water for Elephants,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.",16.801218,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Flashpoint Entertainment"", ""id"": 7717}, {""name"": ""Big Screen Productions"", ""id"": 10893}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-15,114156230,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Water for Elephants,6.7,850
1307,50000000,"[{""id"": 18, ""name"": ""Drama""}]",10400,"[{""id"": 378, ""name"": ""prison""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 4487, ""name"": ""boxing match""}, {""id"": 5402, ""name"": ""boxing school""}, {""id"": 5565, ""name"": ""biography""}]",en,The Hurricane,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",20.825781,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Azoff Entertainment"", ""id"": 10619}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-09-17,73956241,146.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Hurricane,7.2,396
1308,38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1957,"[{""id"": 828, ""name"": ""waitress""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2801, ""name"": ""self-defense""}, {""id"": 5927, ""name"": ""violence against women""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 155501, ""name"": ""marry rich""}, {""id"": 212643, ""name"": ""abusive husband""}]",en,Enough,"Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.",11.500783,"[{""name"": ""Winkler Films"", ""id"": 8880}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-24,51801187,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Enough,6.2,264
1310,38000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",256961,"[{""id"": 6490, ""name"": ""shopping mall""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 41180, ""name"": ""security guard""}]",en,Paul Blart: Mall Cop 2,"Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",41.258487,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Hey Eddie"", ""id"": 46222}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-16,107597242,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Paul Blart: Mall Cop 2,5.0,567
1311,53000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",5852,"[{""id"": 9844, ""name"": ""car crash""}, {""id"": 15090, ""name"": ""police officer""}]",en,Angel Eyes,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice.",6.4546339999999995,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""The Canton Company"", ""id"": 22351}, {""name"": ""AE Two Film Productions"", ""id"": 89132}, {""name"": ""Angel Eyes Productions"", ""id"": 89133}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-05-15,29700000,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Angel Eyes,5.6,88
1313,38000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",622,"[{""id"": 242, ""name"": ""new york""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1745, ""name"": ""passion for collection""}, {""id"": 2335, ""name"": ""southern france""}, {""id"": 2870, ""name"": ""mephisto""}, {""id"": 3095, ""name"": ""antiquary""}, {""id"": 3096, ""name"": ""book""}, {""id"": 3097, ""name"": ""picture puzzle""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3099, ""name"": ""satanism""}, {""id"": 33626, ""name"": ""millionaire""}]",en,The Ninth Gate,"An all-expenses-paid international search for a rare copy of the book, 'The Nine Gates of the Shadow Kingdom' brings an unscrupulous book dealer deep into a world of murder, double-dealing and satanic worship.",30.359164,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Kino Vision"", ""id"": 353}, {""name"": ""Orly Films"", ""id"": 354}, {""name"": ""R.P. Productions"", ""id"": 355}, {""name"": ""V\u00eda Digital"", ""id"": 357}, {""name"": ""Artisan Entertainment"", ""id"": 2188}, {""name"": ""Origen Producciones Cinematograficas S.A."", ""id"": 3315}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""PT"", ""name"": ""Portugal""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",1999-08-24,58401898,133.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Ninth Gate,6.3,756
1314,38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11306,"[{""id"": 242, ""name"": ""new york""}, {""id"": 3262, ""name"": ""surgeon""}, {""id"": 6731, ""name"": ""british""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13004, ""name"": ""medical""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 158025, ""name"": ""medical research""}, {""id"": 177127, ""name"": ""emergency room""}, {""id"": 207390, ""name"": ""missing body""}]",en,Extreme Measures,"Thriller about Guy Luthan (Hugh Grant), a British doctor working at a hospital in New York who starts making unwanted enquiries when the body of a man who died in his emergency room disappears. The trail leads Luthan to the door of the eminent surgeon Dr Lawrence Myrick (Gene Hackman), but Luthan soon finds himself under in danger from people who want the hospital's secret to remain undiscovered.",3.4265550000000005,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Simian Films"", ""id"": 10153}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-09-27,17380126,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Extreme Measures,5.7,80
1315,57000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",12508,"[{""id"": 2570, ""name"": ""rock star""}, {""id"": 3836, ""name"": ""success""}, {""id"": 3921, ""name"": ""discontentedness and displeasedness""}, {""id"": 5540, ""name"": ""heavy metal""}, {""id"": 5625, ""name"": ""relationship problems""}]",en,Rock Star,"Rock Star tells the story of Chris Cole and a rock band called Steel Dragon. Cole is a photocopier technician by day, and the lead singer of a Steel Dragon tribute band called ""Blood Pollution"" by night.Internal struggles between the Steel Dragon band members culminate with the firing of the lead singer, Bobby Beers and the starting of recruitment sessions to find a new vocalist. Loosely inspired by the true story of the heavy metal band Judas Priest.",11.60815,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Robert Lawrence Productions"", ""id"": 12245}, {""name"": ""Metal Productions Inc."", ""id"": 89134}, {""name"": ""Maysville Pictures"", ""id"": 89135}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-04,16991902,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Rock Star,6.0,190
1316,10000000,"[{""id"": 18, ""name"": ""Drama""}]",25793,"[{""id"": 740, ""name"": ""aids""}, {""id"": 2073, ""name"": ""illiteracy""}, {""id"": 4528, ""name"": ""song""}, {""id"": 8650, ""name"": ""unwillingly pregnant""}, {""id"": 9903, ""name"": ""balloon""}, {""id"": 10873, ""name"": ""school""}, {""id"": 12544, ""name"": ""crying""}, {""id"": 14735, ""name"": ""motorcycle""}]",en,Precious,"Set in Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home, she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret--she can't read.",18.664624,"[{""name"": ""Smokewood Entertainment Group"", ""id"": 4424}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-06,47536959,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Precious,6.9,417
